"id","code_type","code","description"
6235,"fund_center_code","PLOP000009","SW Contact Office"
6236,"fund_center_code","PLSB000015","Training Division"
6237,"fund_center_code","MFOP000024","*INAC* 4th & Yamhill Park"
6238,"fund_center_code","PKCN000004","Environmental Education"
6239,"fund_center_code","HCPG000003","Economic Opportunity Programs"
6240,"fund_center_code","PKWC000016","Community Gardens"
6241,"fund_center_code","TRDR000004","Transportation Planning"
6242,"fund_center_code","PLOP000037","East/Detectives"
6243,"fund_center_code","PLOP000018","SE/Special Pol Service"
6244,"fund_center_code","FRMS000030","Station 20"
6245,"fund_center_code","MFTS000019","Data Center & Production Management"
6246,"fund_center_code","PLIN000004","Gang Enforcement Team"
6247,"fund_center_code","MFSA000011","Downtown Services"
6248,"fund_center_code","MFOP000032","Memorial Coliseum"
6249,"fund_center_code","MFOP000042","Facilities Project Management"
6250,"fund_center_code","HCMG000001","Office of Director"
6251,"fund_center_code","PLOP000061","Traffic Motorcycles"
6252,"fund_center_code","MFOP000070","Fleet  Inventory -Fuel & Parts"
6253,"fund_center_code","PLIN000046","Detectives Robbery Unit"
6254,"fund_center_code","PLOP000033","Traffic Operations"
6255,"fund_center_code","ESWW000026","Revegetation"
6256,"fund_center_code","NINR000001","Neighborhood Resource Center"
6257,"fund_center_code","NINR000017","Neighborhood Outreach"
6258,"fund_center_code","WAEN000003","Engineering-Performance & Mgmt Control"
6259,"fund_center_code","DSSS000004","Noise Control"
6260,"fund_center_code","FREO000009","Dive Team Program"
6261,"fund_center_code","MFTS000023","SAP Infrastructure"
6262,"fund_center_code","ESPP000016","Spill Control/Citizen Response"
6263,"fund_center_code","FRCO000002","Public Communication"
6264,"fund_center_code","ESPP000012","Special Wastes Admin"
6265,"fund_center_code","FREO000018","Health and Wellness"
6266,"fund_center_code","ESEN000008","Surface Water Engineering"
6267,"fund_center_code","MFTS000077","Hosted SQL Environment"
6268,"fund_center_code","MFOP000052","Police Traffic Division"
6269,"fund_center_code","MFTS000031","Bureau Specific App. Staff Support"
6270,"fund_center_code","AUDA000008","Assessment Program"
6271,"fund_center_code","TRED000008","Construction"
6272,"fund_center_code","ESEN000006","Design Administration"
6273,"fund_center_code","FRMS000020","Station 10"
6274,"fund_center_code","MFHR000008","Site Team - Public Safety"
6275,"fund_center_code","TRED000007","Bridges & Structures"
6276,"fund_center_code","PKPR000042","Woodstock Community Center"
6277,"fund_center_code","PLSB000005","Management Services"
6278,"fund_center_code","ESEN000017","Downspout Disconnection Program"
6279,"fund_center_code","NINL000006","Marijuana Licensing and Regulation"
6280,"fund_center_code","ESWW000011","Columbia Blvd WWTP - Mechanical"
6281,"fund_center_code","MFTS000051","Network Engineering & Support"
6282,"fund_center_code","PLOP000043","Central/Detectives"
6283,"fund_center_code","PLSB000020","Vehicle Storage"
6284,"fund_center_code","WAEN000017","Engineering-GIS/Record"
6285,"fund_center_code","PLOP000011","NW Contact Office"
6286,"fund_center_code","NIIR000001","City/County Information & Referral"
6287,"fund_center_code","MFRB000004","Regulatory Division"
6288,"fund_center_code","WAOP000012","Operations-Water Treatment"
6289,"fund_center_code","DRDR000001","Retirement System Payments"
6290,"fund_center_code","PLCH000027","Equity Management"
6291,"fund_center_code","MFSA000021","Future Connect Scholarship"
6292,"fund_center_code","PKSB000011","Debt Activity"
6293,"functional_area_code","LAIS00","Microfilm"
6294,"functional_area_code","LAIERS","Radio & Video Operations"
6295,"functional_area_code","PUASPL","Planning"
6296,"functional_area_code","PUENSD","Systems Development"
6297,"functional_area_code","CDEHCE","Homeless Services"
6298,"functional_area_code","LACOAS","Commissioner's Office"
6299,"functional_area_code","TPMASW","Stormwater Maintenance"
6300,"functional_area_code","PRINPY","Property"
6301,"functional_area_code","CDEHHP","Supportive Housing"
6302,"functional_area_code","CDNLNM","Neighborhood Mediation"
6303,"functional_area_code","PSEO00","Emergency Operations"
6304,"functional_area_code","PSREAS","Retirement Administration and Support"
6305,"functional_area_code","PRRQMC","Memorial Coliseum"
6306,"functional_area_code","PRREAQ","Aquatics"
6307,"functional_area_code","CDTEBU","Business Sustainability Assistance"
6308,"functional_area_code","CDCS00","Compliance Services"
6309,"functional_area_code","TPMAEM","Electrical Maintenance"
6310,"functional_area_code","LAIN00","Information Security"
6311,"functional_area_code","PRPPPP","PGE Park"
6312,"functional_area_code","CDEDTS","Trade Sector Job Create & Retain"
6313,"functional_area_code","PUENAM","Asset Systems Management"
6314,"functional_area_code","CDCB00","Combination Inspections"
6315,"functional_area_code","LAMR00","Maintenance & Repair"
6316,"functional_area_code","PUPP00","Pollution Prevention"
6317,"functional_area_code","PSAS00","Administration & Support"
6318,"functional_area_code","LACI00","Commercial Insurance"
6319,"functional_area_code","TPASBS","Business Services"
6320,"functional_area_code","PSEMCE","Community Emergency Services"
6321,"functional_area_code","LAHRED","Employment/Development"
6322,"functional_area_code","LAPI00","Police IT"
6323,"functional_area_code","PSPS00","Public Safety Systems Revitalization Program"
6324,"functional_area_code","CDSPUD","Urban Design"
6325,"functional_area_code","PRCYLA","Leadership and Advocacy"
6326,"functional_area_code","PSOP00","9-1-1 Operations"
6327,"functional_area_code","PSDD00","Disability & Death Benefits"
6328,"functional_area_code","PUPPEC","Environmental Compliance"
6329,"functional_area_code","LAASSF","Spectator Facilities"
6330,"functional_area_code","PUHYWB","Water Bureau Services"
6331,"functional_area_code","LARMOH","Occupational Health"
6332,"functional_area_code","LALPLB","Loss Prevention - Liability"
6333,"functional_area_code","PUASEI","Employee Investment"
6334,"functional_area_code","LAOHFL","Employee Flu Vaccination"
6335,"functional_area_code","PSCVCV","Cycle of Violence Reduction"
6336,"functional_area_code","LAIP00","Independent Police Review"
6337,"functional_area_code","LAEM00","Enterprise Operations Management"
6338,"functional_area_code","LAIE00","Infrastructure & Engineering"
6339,"functional_area_code","LAOPBN","Benefits/Wellness"
6340,"functional_area_code","CDCPRR","River Renaissance Initiative"
6341,"functional_area_code","LARP00","Replacement"
6342,"functional_area_code","CDGC00","General Community Development"
6343,"functional_area_code","PSHRHR","Human Resources Development"
6344,"functional_area_code","PUASFA","Facilities"
6345,"functional_area_code","CDCMCM","Commercial Inspections"
6346,"functional_area_code","PRSFAS","Spectator Facilities Administration"
6347,"functional_area_code","LAPIPS","Police Infrastructure Support"
6348,"functional_area_code","LAOMOM","Operations and Maintenance"
6349,"functional_area_code","LAMRFU","Fuel Management Program"
6350,"functional_area_code","LAOPHI","Health Insurance"
6351,"functional_area_code","LAHRTR","Citywide Training"
6352,"functional_area_code","LAOP00","Operations and Strategic Support"
6353,"functional_area_code","PUENMT","Materials Test Lab"
6354,"functional_area_code","LACM00","Communications"
6355,"functional_area_code","CDEDCO","Community Economic Development"
6356,"functional_area_code","LABSPD","Planning and Development"
6357,"functional_area_code","LARCLT","License and Tax"
6358,"functional_area_code","CDEHES","Shelter & Emergency Services"
6359,"functional_area_code","LAMYYC","Youth Corps"
6360,"functional_area_code","CDHCHD","Housing Development Support"
6361,"functional_area_code","LAASMS","Management Services"
6362,"functional_area_code","LACTCT","CTO Office"
6363,"functional_area_code","LADI00","Distribution"
6364,"functional_area_code","LALBSB","Subrogation"
6365,"functional_area_code","LAHRLR","Labor Relations"
6366,"functional_area_code","LACPVP","Vended Printing"
6367,"functional_area_code","CDSWPP","Policy & Program Development"
6368,"functional_area_code","LARHPC","Portland Community Media"
6369,"functional_area_code","LASV00","Outside Services"
6370,"functional_area_code","PUCSFO","Fountains"
6371,"functional_area_code","PUAS00","Administration & Support"
6372,"functional_area_code","TPCINB","Neighborhood Livability"
6373,"functional_area_code","LAIM00","Imaging Services"
6374,"functional_area_code","LAFPGM","Grants Management"
6375,"functional_area_code","CDCPCD","Code Development"
6376,"functional_area_code","PSEM00","Emergency Management"
6377,"functional_area_code","LAFLAQ","New and Replacement Acqs"
6378,"functional_area_code","CDIR00","Information & Referral"
6379,"functional_area_code","PSDDVR","Vocational Rehabilitation"
6380,"functional_area_code","LAFAPM","Project Management"
6381,"functional_area_code","TPOPSO","Streetcar Operations"
6382,"functional_area_code","LAIEMH","800 MHz"
6383,"functional_area_code","LAASAS","Administration & Support"
6384,"functional_area_code","LAPR00","Procurement"
6385,"functional_area_code","PUENDD","Downspout Disconnection"
6386,"functional_area_code","CDHMFA","Homebuyer Financial Svcs"
6387,"functional_area_code","LAASSO","Stores & Order Fullfillment"
6388,"functional_area_code","CDGR00","Govern. For Racial Equity"
6389,"functional_area_code","LAFAOM","Operations and Maintenance"
6390,"functional_area_code","LAFLVP","Vehicle Pool"
6391,"functional_area_code","LARM00","Risk Management"
6392,"functional_area_code","TPOPPC","TR Partnership Contrib"
6393,"functional_area_code","PUWWOP","Operations"
6394,"functional_area_code","LACPSC","1900 Building Service Center"
6395,"functional_area_code","LAFU00","Fuel Management"
6396,"functional_area_code","LAOHID","Infectious Disease"
6397,"functional_area_code","CDASCO","Communications"
6398,"functional_area_code","LAED00","Employment & Development"
6399,"functional_area_code","PUCSCS","Customer Services"
6400,"functional_area_code","TPCIAM","Asset Management"
6401,"functional_area_code","LARCBS","Business Solutions"
6402,"functional_area_code","PUSUBR","Bull Run Watershed"
6403,"functional_area_code","CDAPYO","Youth Program"
6404,"functional_area_code","CDNRDS","Disability Services"
6405,"functional_area_code","LAIEPE","Production Engineering"
6406,"functional_area_code","PUWWCS","Collection System"
6407,"functional_area_code","CDCPME","Measure 37"
6408,"functional_area_code","PUSA00","Special Appropriation - Public Utilities"
6409,"functional_area_code","CDHCPA","Preservation & Asset Mgmt"
6410,"functional_area_code","CDTEMF","Multifamily"
6411,"functional_area_code","CDHMHH","Healthy Homes"
6412,"functional_area_code","CDCEEC","Citywide Equity Council"
6413,"functional_area_code","CDHCHP","Preservation"
6414,"functional_area_code","CDEOEI","Economic Opportunity Initiatives"
6415,"functional_area_code","TPCIFR","Freight and Industrial Areas"
6416,"functional_area_code","CDCIAS","Administration & Support"
6417,"functional_area_code","PUENDE","Design"
6418,"functional_area_code","PSDDRW","Return to Work"
6419,"functional_area_code","TPOPRG","Regulatory Operations"
6420,"functional_area_code","LAAUAUSA","Single Audit"
6421,"functional_area_code","CDTSCE","Clean Energy"
6422,"functional_area_code","PSDDLT","Long-term Disability"
6423,"functional_area_code","LADD00","Diversity Development/Affirmative Action"
6424,"functional_area_code","LAAC00","Accounting"
6425,"functional_area_code","CDTSED","Economic Development"
6426,"functional_area_code","PSTSTS","Traffic Safety"
6427,"functional_area_code","LASC00","Support Center"
6428,"functional_area_code","TPOPPO","Parking Operations"
6429,"functional_area_code","TPOPIN","Indirect Services"
6430,"functional_area_code","PSCP00","Crime Prevention"
6431,"functional_area_code","CDNRNP","New Portlanders Program"
6432,"functional_area_code","CDHCNC","New Construction"
6433,"functional_area_code","PRINMN","Maintenance"
6434,"functional_area_code","CDEOAW","Workforce Development"
6435,"functional_area_code","TPOPTO","Traffic Operations"
6436,"functional_area_code","PUCSSE","Security/Emergency Management"
6437,"functional_area_code","LAPRPS","Procurement Services"
6438,"functional_area_code","PUPHCE","CERCLA (Superfund)"
6439,"functional_area_code","LAAS00","Administration & Support"
6440,"functional_area_code","CDEHCP","Community Planning"
6441,"functional_area_code","CDEECO","Equity Communications"
6442,"functional_area_code","LARE00","Regulatory"
6443,"functional_area_code","CDTR00","Traded Sector Economic Development"
6444,"functional_area_code","CDHMRT","Homeowner Retention Svcs"
6445,"functional_area_code","LACODV","Domestic Violence"
6446,"functional_area_code","TPOPPE","Parking Enforcement"
6447,"functional_area_code","PUEN00","Engineering"
6448,"functional_area_code","CDEDLI","Local Partner Initiatives"
6449,"functional_area_code","LARETW","Regulatory - Towing"
6450,"functional_area_code","LAMY00","Mayor's Office"
6451,"functional_area_code","LALBAS","Administration & Support"
6452,"functional_area_code","LAIETO","Telecomm Operations"
6453,"functional_area_code","CDASBS","Business Services"
6454,"functional_area_code","LAQA00","Quality Assurance"
6455,"functional_area_code","PUPPSC","Source Control"
6456,"functional_area_code","LARF00","Franchise Management"
6457,"functional_area_code","CDCO00","COCL Support"
6458,"functional_area_code","LAGR00","Government Relations"
6459,"functional_area_code","LAREPL","Regulatory - Payday Lenders"
6460,"functional_area_code","CDSPED","Economic Development Planning"
6461,"functional_area_code","PUPPEM","Env. Monitoring & Investigation"
6462,"functional_area_code","LABSCA","Corporate Applications"
6463,"functional_area_code","LAOH00","Occupational Health & Infectious Disease"
6464,"functional_area_code","LARMCI","Commercial Insurance"
6465,"functional_area_code","PRRQPL","Plaza"
6466,"functional_area_code","CDSD00","Site Development"
6467,"functional_area_code","TPCIHL","Health & Livability"
6468,"functional_area_code","LAPTIS","Imaging"
6469,"functional_area_code","LACSNE","New Equipment"
6470,"functional_area_code","CDEOME","Microenterprise Growth"
6471,"functional_area_code","PSNSNS","Neighborhood Safety"
6472,"functional_area_code","TPMATM","Traffic Maintenance"
6473,"functional_area_code","CDAPRI","River Planning"
6474,"functional_area_code","CDASPC","Planning & Policy"
6475,"functional_area_code","CDEEBM","Black Male Achievement Pg"
6476,"functional_area_code","PRSPPN","Planning"
6477,"functional_area_code","LARHOB","MHCRC Admin Services"
6478,"functional_area_code","CDNLNC","Noise Control"
6479,"functional_area_code","LAACAD","Accounting Administration"
6480,"functional_area_code","PSCPMH","Mental Health Program"
6481,"functional_area_code","PRRECS","Community and Socialization"
6482,"functional_area_code","CDSPPR","Policy & Research"
6483,"functional_area_code","LAWCLP","Loss Prevention"
6484,"functional_area_code","TPOPSL","Street Lighting"
6485,"functional_area_code","CDSWCO","Solid Waste Commercial"
6486,"functional_area_code","CDCC00","Cable Communications"
6487,"functional_area_code","PURCRC","Regulatory Compliance"
6488,"functional_area_code","CDHC00","Housing Production & Preservation"
6489,"functional_area_code","PRSPBS","Business Services"
6490,"functional_area_code","CDEDCC","Neighborhood Commercial Corridor Initiatives"
6491,"functional_area_code","PUDIME","Meters"
6492,"functional_area_code","PSEMET","Exercises & Training"
6493,"functional_area_code","PSDDAS","Disability Administration and Support"
6494,"functional_area_code","PRRESG","Sports and Games"
6495,"functional_area_code","CDAP00","Area Planning"
6496,"functional_area_code","LACP00","Duplicating"
6497,"functional_area_code","PSEPEP","Employee Performance"
6498,"functional_area_code","CDTE00","Sustainability Education & Assistance"
6499,"functional_area_code","CDEH00","Housing Access & Retention"
6500,"functional_area_code","LAMRPR","Parts Room"
6501,"functional_area_code","PRSA00","Special Appropriation - Parks, Rec & Culture"
6502,"functional_area_code","LACRCC","Council Clerk & Contracts"
6503,"functional_area_code","CDHCRS","Affordable Housing Restru"
6504,"functional_area_code","LAOPDC","Deferred Compensation"
6505,"functional_area_code","CDHCRH","Rehabilitation"
6506,"functional_area_code","LAWC00","Workers' Compensation"
6507,"functional_area_code","CDEEDC","Disability Commission"
6508,"functional_area_code","CDTREN","Entrepreneurship Support"
6509,"functional_area_code","CDASAL","Asset Management"
6510,"functional_area_code","PUDISV","Services"
6511,"functional_area_code","CDSWOP","Operations"
6512,"functional_area_code","CDCPUD","Urban Design"
6513,"functional_area_code","LABS00","Business Solutions"
6514,"functional_area_code","CDASOP","Operations"
6515,"functional_area_code","CDEHPS","Permanent Supportive Housing"
6516,"functional_area_code","LAAQRV","Replacement Vehicles"
6517,"functional_area_code","CDCEDE","DEEP Program"
6518,"functional_area_code","LATRTO","Treasury Operations"
6519,"functional_area_code","PSERER","Emergency Response & Problem Solving"
6520,"functional_area_code","LAFPBE","Budget & Economics"
6521,"functional_area_code","LAPH00","PPA Health Insurance"
6522,"functional_area_code","TPASSA","Support Services"
6523,"functional_area_code","LAASPM","Program Management"
6524,"functional_area_code","LAAF00","Assessments, Finance & Foreclosure"
6525,"functional_area_code","TPMASP","Sidewalk Preservation"
6526,"functional_area_code","CDDS00","Development Services"
6527,"functional_area_code","CDAS00","Administration & Support"
6528,"functional_area_code","TPOPPL","Transportation Planning"
6529,"functional_area_code","CDEDBD","Neighborhood Business Development"
6530,"functional_area_code","LALBLP","Loss Prevention"
6531,"functional_area_code","LABCBC","Customer Relations"
6532,"functional_area_code","LAAQNV","New Vehicles"
6533,"functional_area_code","TPMAMM","Mall Maintenance"
6534,"functional_area_code","TPOPDS","Development Services"
6535,"functional_area_code","CDPR00","Plan Review"
6536,"functional_area_code","TPSA00","Special Appropriation - Transportation & Parking"
6537,"functional_area_code","LAFL00","Fleet Services"
6538,"functional_area_code","CDTSSF","Sustainable Food"
6539,"functional_area_code","PUWSSF","Science, Fish & Wildlife"
6540,"functional_area_code","PRIN00","Infrastructure"
6541,"functional_area_code","CDAPEN","River & Environmental"
6542,"functional_area_code","TPOP00","Operations"
6543,"functional_area_code","LAPTCS","Copy Services"
6544,"functional_area_code","CDCETS","Tech Support & Consulting"
6545,"functional_area_code","LACPCS","Customer Service"
6546,"functional_area_code","TPCIEC","Economic Vitality"
6547,"functional_area_code","LARESD","Regulatory - Second Hand Dealers"
6548,"functional_area_code","CDCIIC","Investing in Children"
6549,"functional_area_code","PSASTS","Training and Safety"
6550,"functional_area_code","LALTRE","Regulatory"
6551,"functional_area_code","LAIECP","Cable Plant Engineering"
6552,"functional_area_code","PRCYBD","Marketing & Communications"
6553,"functional_area_code","CDTERE","Residential Outreach"
6554,"functional_area_code","TPOPSG","Traffic Signals"
6555,"functional_area_code","TPOPTR","Tram Operations"
6556,"functional_area_code","LAHI00","Health Insurance"
6557,"functional_area_code","PSDDME","Medical"
6558,"functional_area_code","PSCOCO","Communications"
6559,"functional_area_code","PUPH00","Portland Harbor"
6560,"functional_area_code","LAVPVP","Vehicle Pool"
6561,"functional_area_code","TPCISP","Special Projects"
6562,"functional_area_code","LARCOP","Operations"
6563,"functional_area_code","PUCSGP","Grounds/Parks"
6564,"functional_area_code","LACIPM","Insurance Policies"
6565,"functional_area_code","LAPSPS","Public Safety Systems Revitalization Program"
6566,"functional_area_code","PSPE00","Oregon PERS Contributions"
6567,"functional_area_code","PSPR00","Prevention"
6568,"functional_area_code","LAAUAUCA","CAFR Audit"
6569,"functional_area_code","LAFP00","Budget & Economics"
6570,"functional_area_code","PSDADA","Data Access"
6571,"functional_area_code","LAPT00","Printing & Distribution"
6572,"functional_area_code","LARESE","Regulatory - Special Events"
6573,"functional_area_code","PSMYYV","Youth Violence Prevention"
6574,"functional_area_code","LAAQLR","Leases & Rentals"
6575,"functional_area_code","LACC00","Class/Compensation"
6576,"functional_area_code","LASCDS","Desktop Support"
6577,"functional_area_code","LAIEDC","Data Center & Production Support"
6578,"functional_area_code","CDCR00","Civil Rights Program"
6579,"functional_area_code","LAAUAU","Audit Services"
6580,"functional_area_code","LARMLP","Loss Prevention"
6581,"functional_area_code","LABSVA","Vertical Applications"
6582,"functional_area_code","PSDDFU","Funeral"
6583,"functional_area_code","LAAQ00","New & Replacement Acquisitions"
6584,"functional_area_code","CDTECO","Communications"
6585,"functional_area_code","LARMLB","Liability"
6586,"functional_area_code","PSEMEO","Emergency Operations"
6587,"functional_area_code","LATRDC","Deferred Compensation"
6588,"functional_area_code","LAPTDI","Distribution"
6589,"functional_area_code","CDTSSC","Sustainable City Government"
6590,"functional_area_code","CDEENP","New Portlander Program"
6591,"functional_area_code","PUHP00","Hydroelectric Power"
6592,"functional_area_code","PSDDST","Short-term Disability"
6593,"functional_area_code","TPOPTS","Traffic Signals"
6594,"functional_area_code","LAOB00","Ombudsman Office"
6595,"functional_area_code","PUWW00","Wastewater"
6596,"functional_area_code","CDEO00","Economic Opportunity"
6597,"functional_area_code","LALPWC","Loss Prevention - Workers Comp"
6598,"functional_area_code","TPOPBS","Bike Share Operations"
6599,"functional_area_code","PSASMS","Management Services"
6600,"functional_area_code","LAACTA","Technical Accounting"
6601,"functional_area_code","TPPO00","Parking Operations"
6602,"functional_area_code","CDEHRA","Homeless Rapid Re-housing"
6603,"functional_area_code","LAACPY","Processing and Payroll"
6604,"functional_area_code","LAPIPA","Police Applications"
6605,"functional_area_code","LAMYAS","Administration & Support"
6606,"functional_area_code","CDHCSF","Schools, Families, and Housing"
6607,"functional_area_code","TPASFS","Field Support"
6608,"functional_area_code","CDNLRS","Community Residential Siting"
6609,"functional_area_code","PSEMRD","Regionl Disaster Prep Org"
6610,"functional_area_code","CDNLML","Marijuana Licensing"
6611,"functional_area_code","CDSPCD","Code Development"
6612,"functional_area_code","TPOPSC","Street Cleaning"
6613,"functional_area_code","PUWSEP","Environmental Policy"
6614,"functional_area_code","LASI00","Site Teams and Police HR"
6615,"functional_area_code","CDNRYO","Youth Outreach"
6616,"functional_area_code","LADMDM","Debt Management"
6617,"functional_area_code","TPOPPG","Parking Garage Operations"
6618,"functional_area_code","LAPFTR","Treasury"
6619,"functional_area_code","LAHRDD","Diversity/Affirmative Action"
6620,"functional_area_code","LAOPAS","Administration & Support"
6621,"functional_area_code","PUASFI","Finance"
6622,"functional_area_code","PUDIFS","Field Support"
6623,"functional_area_code","TPMA00","Maintenance"
6624,"functional_area_code","TPMAIN","Indirect Services"
6625,"functional_area_code","CDSA00","Special Appropriations - Community Development"
6626,"functional_area_code","PUSUGW","Groundwater"
6627,"functional_area_code","PUENPM","Capital Program Mgmt & Controls"
6628,"functional_area_code","CDASTS","Technical Administrative Support"
6629,"functional_area_code","CDTS00","Policy, Research & Innovation"
6630,"functional_area_code","CDCPST","Strategic Planning"
6631,"functional_area_code","PSEMPI","Public Information Office"
6632,"functional_area_code","LAFA00","Facilities Services"
6633,"functional_area_code","LAISMF","Microfilming"
6634,"functional_area_code","LAFASF","Spectator Facilities"
6635,"functional_area_code","PUWWMN","Maintenance"
6636,"functional_area_code","TPMASU","Structures"
6637,"functional_area_code","LAASAM","Administration"
6638,"functional_area_code","PUPHWR","Water Resources Development Act"
6639,"functional_area_code","LADM00","Debt Management"
6640,"functional_area_code","LAGM00","Grants Management"
6641,"functional_area_code","PRCYCE","Community Engagement"
6642,"functional_area_code","PRSFRQ","Spectator Facilities - Rose Quarter"
6643,"functional_area_code","TPOPAT","Active Transportation"
6644,"functional_area_code","CDHCAS","Fair Housing"
6645,"functional_area_code","LAMYED","Education Program"
6646,"functional_area_code","PSPAPA","Citizen Partnership"
6647,"functional_area_code","PUDIDM","Distribution Mains"
6648,"functional_area_code","LARHCR","Cable Regulatory Services"
6649,"functional_area_code","LAAUAUPD","PDC Audit"
6650,"functional_area_code","CDNRES","Elder Services"
6651,"functional_area_code","PSEMAS","Administration & Support"
6652,"functional_area_code","CDLU00","Land Use Services"
6653,"functional_area_code","LASCSM","Server & Messaging Support"
6654,"functional_area_code","LASCUA","User Access & Account Management"
6655,"functional_area_code","CDNLGR","Graffiti Reduction"
6656,"functional_area_code","LAPTCP","Duplicating"
6657,"functional_area_code","TPAS00","Administration & Support"
6658,"functional_area_code","CDNI00","Neighborhood Inspections"
6659,"functional_area_code","LAACQC","Operational Accounting"
6660,"functional_area_code","LAFLMR","Maintenance and Repair"
6661,"functional_area_code","TPCISA","Safety"
6662,"functional_area_code","LARH00","Cable Communications"
6663,"functional_area_code","LAREPI","Regulatory - Private Property Impound"
6664,"functional_area_code","LAIENE","Network Engineering & Support"
6665,"functional_area_code","CDEHAS","Housing Access"
6666,"functional_area_code","LAFAAS","Support Services"
6667,"functional_area_code","TPCISU","CIP Support - Engineering Services"
6668,"functional_area_code","LALB00","Liability"
6669,"functional_area_code","LAWCMC","Risk Management - Worker's Comp MCOs"
6670,"functional_area_code","PSSA00","Special Appropriation - Public Safety"
6671,"functional_area_code","TPCILO","Local Street Development"
6672,"functional_area_code","TPCICM","Centers and Main Streets"
6673,"functional_area_code","CDED00","Neighborhood Economic Development"
6674,"functional_area_code","TPCISC","Safety and Congestion Management"
6675,"functional_area_code","CDEHSC","Systems Change"
6676,"functional_area_code","LACF00","Campaign Finance"
6677,"functional_area_code","CDCPPR","Policy & Research"
6678,"functional_area_code","PSOPOC","BOEC-Operating Costs"
6679,"functional_area_code","TPOPPK","Parking Program"
6680,"functional_area_code","CDNRNO","Neighborhood Outreach & Support"
6681,"functional_area_code","PRRQPG","Parking Garages"
6682,"functional_area_code","LAPM00","Project Management"
6683,"functional_area_code","PUASAD","Administration"
6684,"functional_area_code","LAHRCC","Class/Compensation"
6685,"functional_area_code","LAPD00","Production Services"
6686,"functional_area_code","LADIUS","US Mail"
6687,"functional_area_code","LABD00","Business Solutions"
6688,"functional_area_code","PUWSSS","Sustainable Stormwater"
6689,"functional_area_code","LAOPSR","HR Systems & Records"
6690,"functional_area_code","PUWSWM","Watershed Management"
6691,"functional_area_code","LARETX","Regulatory - Taxi"
6692,"functional_area_code","CDHMTF","Tax Exemption & Fee Waiver"
6693,"functional_area_code","LAES00","Enterprise Business Solution"
6694,"functional_area_code","CDHMAS","Homebuyer & Foreclosure Education/Counseling"
6695,"functional_area_code","CDAI00","Assessments & Improvements"
6696,"functional_area_code","CDAPDI","District Planning"
6697,"functional_area_code","PUENCS","Construction Services"
6698,"functional_area_code","LAPB00","Progress Board"
6699,"functional_area_code","CDNRDL","Diversity Civic Leaders"
6700,"functional_area_code","PRINDE","Capital Development"
6701,"functional_area_code","PUASBS","Bureau Support"
6702,"functional_area_code","LASCHD","Help Desk"
6703,"functional_area_code","LASCPD","PC Deployment"
6704,"functional_area_code","CDNRBD","Business District Support"
6705,"functional_area_code","PUHYGW","GWPS Hydro Project"
6706,"functional_area_code","PUHYPH","Portland Hydro Project"
6707,"functional_area_code","PUDIHY","Hydrants"
6708,"functional_area_code","LAIETE","Telecomm Engineering"
6709,"functional_area_code","LACPMP","Main Print Shop"
6710,"functional_area_code","PSRNNC","Fire Station New Construction"
6711,"functional_area_code","PSOPIC","BOEC-Indirect Costs"
6712,"functional_area_code","PUWSWR","Watershed Revegetation"
6713,"functional_area_code","TPOPMC","Modal Coordination"
6714,"functional_area_code","LARMCL","Risk Claims Costs"
6715,"functional_area_code","PUTTCT","Conduits/Transmission"
6716,"functional_area_code","TPOPOP","Transportation Options"
6717,"functional_area_code","LARMWC","Workers' Comp"
6718,"functional_area_code","PRCYVS","Visitor Services"
6719,"functional_area_code","PSRNRN","Fire Station Renovations"
6720,"functional_area_code","PUHR00","Healthy Working Rivers"
6721,"functional_area_code","CDHMHD","Homeownership Development"
6722,"functional_area_code","PSRE00","Retirement System Payments"
6723,"functional_area_code","PRAS00","Administration & Support"
6724,"functional_area_code","CDNR00","Community and Neighborhood Involvement Center"
6725,"functional_area_code","CDTETO","Technical Outreach"
6726,"functional_area_code","CDASOC","Bureau Operating Costs"
6727,"functional_area_code","CDTSGB","Green Building & Development"
6728,"functional_area_code","LAOPLI","Liens"
6729,"functional_area_code","TPCI00","Capital Improvements"
6730,"functional_area_code","TPOPEM","Emergency Preparedness"
6731,"functional_area_code","TPOPRE","Recycling Operations"
6732,"functional_area_code","LADIPO","Postage"
6733,"functional_area_code","PSININ","Investigations"
6734,"functional_area_code","LALR00","Labor Relations"
6735,"functional_area_code","LAFAPP","Property Management"
6736,"functional_area_code","CDSW00","Waste Reduction & Recycling"
6737,"functional_area_code","CDASAD","Administration"
6738,"functional_area_code","PUWWTR","Treatment"
6739,"functional_area_code","PSMYDV","One-Stop Domestic Violence"
6740,"functional_area_code","LARHPG","PEG"
6741,"functional_area_code","LACS00","Copy Services"
6742,"functional_area_code","TPOPES","Engineering Services"
6743,"functional_area_code","PUDIFO","Fountains"
6744,"functional_area_code","CDNLLL","Liquor License Notification"
6745,"functional_area_code","PUTMTM","Water Program Treatment"
6746,"functional_area_code","CDCPIG","Intergovernmental Coordination"
6747,"functional_area_code","CDCETE","Training & Education"
6748,"functional_area_code","PUASDM","Data Management"
6749,"functional_area_code","CDHM00","Homeowner Access & Retention"
6750,"functional_area_code","PRREAR","Arts"
6751,"functional_area_code","PUWS00","Watershed"
6752,"functional_area_code","LAPRSV","Outside Services"
6753,"functional_area_code","PUDIVG","Valves/Gates/Regulators"
