fund_center_code,fund_code,functional_area_code,object_code,fund_center_name,fund_name,functional_area_name,accounting_object_name,service_area_code,program_code,sub_program_code,fund_center,division_code,bureau_code,bureau_name,fiscal_year,amount
WAEN000002,ENTERPRISE,PUASBS,PERSONAL,Engineering-Emerg Mgmt Program,Enterprise,Bureau Support,Personnel Services,PU,PUAS,PUASBS,WAEN000002,WAEN,WA,Portland Water Bureau,2006-07,378563
AUCA000005,GENERAL,LAHO00,PERSONAL,Hearings Office,General Fund,Hearings Office,Personnel Services,LA,LAHO,LAHO00,AUCA000005,AUCA,AU,Office of the City Auditor,2007-08,378713
PNCP000004,GENERAL,CDCPST,PERSONAL,Strategic and Community Planning,General Fund,Strategic Planning,Personnel Services,CD,CDCP,CDCPST,PNCP000004,PNCP,PN,Bureau of Planning & Sustainability,2009-10,378792
WAEN000011,ENTERPRISE,PUDISV,EMS,Engineering-Contract Administration,Enterprise,Services,External Materials and Services,PU,PUDI,PUDISV,WAEN000011,WAEN,WA,Portland Water Bureau,2011-12,378905
PKWC000021,GENERAL,PRCYVS,EMS,Security Coordinator,General Fund,Visitor Services,External Materials and Services,PR,PRCY,PRCYVS,PKWC000021,PKWC,PK,Portland Parks & Recreation,2012-13,378940
PLIN000019,GENERAL,PSCVCV,IMS,Drug & Vice,General Fund,Cycle of Violence Reduction,Internal Materials and Services,PS,PSCV,PSCVCV,PLIN000019,PLIN,PL,Portland Police Bureau,2013-14,378991
ESEN000025,ENTERPRISE,PUENAM,PERSONAL,Asset System Management Program Manageme,Enterprise,Asset Systems Management,Personnel Services,PU,PUEN,PUENAM,ESEN000025,ESEN,ES,Bureau of Environmental Services,2013-14,379165
PNDO000001,GENERAL,CDASDO,PERSONAL,Director's Office,General Fund,Director's Office,Personnel Services,CD,CDAS,CDASDO,PNDO000001,PNDO,PN,Bureau of Planning & Sustainability,2006-07,379396
MFOP000007,INT_SVC,LAWC00,PERSONAL,Workers Compensation,Internal Service,Workers' Compensation,Personnel Services,LA,LAWC,LAWC00,MFOP000007,MFOP,MF,Office of Management & Finance,2007-08,379419
WAOP000014,ENTERPRISE,PUSUGW,EMS,Operations-Oper Engineers/Painters,Enterprise,Groundwater,External Materials and Services,PU,PUSU,PUSUGW,WAOP000014,WAOP,WA,Portland Water Bureau,2012-13,379502
MFTS000001,INT_SVC,LAASFS,EMS,CTO Office,Internal Service,Finance Services,External Materials and Services,LA,LAAS,LAASFS,MFTS000001,MFTS,MF,Office of Management & Finance,2007-08,379527
DRDR000001,TRUST_PEN,PSTSTS,EMS,Retirement System Payments,Trust Pension,Traffic Safety,External Materials and Services,PS,PSTS,PSTSTS,DRDR000001,DRDR,DR,Bureau of Fire & Police Disability & Retirement,2013-14,379643
ESPP000005,ENTERPRISE,PUPPSC,PERSONAL,Industrial Projects,Enterprise,Source Control,Personnel Services,PU,PUPP,PUPPSC,ESPP000005,ESPP,ES,Bureau of Environmental Services,2006-07,379659
WAAD000003,ENTERPRISE,PUCSSE,IMS,Operations- Rangers,Enterprise,Security/Emergency Management,Internal Materials and Services,PU,PUCS,PUCSSE,WAAD000003,WAAD,WA,Portland Water Bureau,2015-16,379717
WAOP000013,ENTERPRISE,PUSUBR,EMS,Operations-Conduits/Watershed,Enterprise,Bull Run Watershed,External Materials and Services,PU,PUSU,PUSUBR,WAOP000013,WAOP,WA,Portland Water Bureau,2008-09,380046
PACO000002,SPEC_REV,CDCIAS,PERSONAL,CHIF Administration,Special Revenue,Administration & Support,Personnel Services,CD,CDCI,CDCIAS,PACO000002,PACO,PA,Commissioner of Public Affairs,2008-09,380077
SDSD000002,GENERAL,CDTSGB,PERSONAL,Technical Services,General Fund,Green Building & Development,Personnel Services,CD,CDTS,CDTSGB,SDSD000002,SDSD,SD,Office of Sustainable Development,2007-08,380220
PKCN000001,GENERAL,PRINMN,PERSONAL,CN West Natural Areas,General Fund,Maintenance,Personnel Services,PR,PRIN,PRINMN,PKCN000001,PKCN,PK,Portland Parks & Recreation,2008-09,380253
PLIN000006,GENERAL,PSCVCV,IMS,Tactical Operations Division,General Fund,Cycle of Violence Reduction,Internal Materials and Services,PS,PSCV,PSCVCV,PLIN000006,PLIN,PL,Portland Police Bureau,2015-16,380266
TRMN000007,SPEC_REV,TPMAST,EMS,Street Maintenance,Special Revenue,Street Preservation,External Materials and Services,TP,TPMA,TPMAST,TRMN000007,TRMN,TR,Portland Bureau of Transportation,2014-15,380268
ESWS000008,ENTERPRISE,PUWSWM,PERSONAL,Columbia Slough,Enterprise,Watershed Management,Personnel Services,PU,PUWS,PUWSWM,ESWS000008,ESWS,ES,Bureau of Environmental Services,2009-10,380404
PLIN000030,GENERAL,PSCVCV,PERSONAL,Asset Forfeiture,General Fund,Cycle of Violence Reduction,Personnel Services,PS,PSCV,PSCVCV,PLIN000030,PLIN,PL,Portland Police Bureau,2009-10,380427
FRPR000004,GENERAL,PSPR00,PERSONAL,Special Use Permits,General Fund,Prevention,Personnel Services,PS,PSPR,PSPR00,FRPR000004,FRPR,FR,Portland Fire & Rescue,2009-10,380489
PKWC000027,GENERAL,PRCYCE,EMS,Workforce & Comm Alliances Admin,General Fund,Community Engagement,External Materials and Services,PR,PRCY,PRCYCE,PKWC000027,PKWC,PK,Portland Parks & Recreation,2006-07,380678
FRMS000009,GENERAL,PSASMS,EMS,Support for Suppression,General Fund,Management Services,External Materials and Services,PS,PSAS,PSASMS,FRMS000009,FRMS,FR,Portland Fire & Rescue,2009-10,380688
MFOP000006,INT_SVC,LARM00,IMS,Liability,Internal Service,Risk Management,Internal Materials and Services,LA,LARM,LARM00,MFOP000006,MFOP,MF,Office of Management & Finance,2014-15,380752
TRED000003,SPEC_REV,TPOPDS,IMS,Street Systems Management,Special Revenue,Development Services,Internal Materials and Services,TP,TPOP,TPOPDS,TRED000003,TRED,TR,Portland Bureau of Transportation,2014-15,380778
WABA000001,ENTERPRISE,PUASBS,PERSONAL,Bureau Administrator-Bureau Admin,Enterprise,Bureau Support,Personnel Services,PU,PUAS,PUASBS,WABA000001,WABA,WA,Portland Water Bureau,2011-12,380806
SDSD000002,GENERAL,CDTSED,EMS,Technical Services,General Fund,Economic Development,External Materials and Services,CD,CDTS,CDTSED,SDSD000002,SDSD,SD,Office of Sustainable Development,2006-07,380836
ESEN000016,ENTERPRISE,PUEN00,PERSONAL,Support Services,Enterprise,Engineering,Personnel Services,PU,PUEN,PUEN00,ESEN000016,ESEN,ES,Bureau of Environmental Services,2011-12,380841
WABA000001,ENTERPRISE,PUASBS,PERSONAL,Bureau Administrator-Bureau Admin,Enterprise,Bureau Support,Personnel Services,PU,PUAS,PUASBS,WABA000001,WABA,WA,Portland Water Bureau,2012-13,380873
MFFS000004,GENERAL,LAAC00,PERSONAL,Operational Accounting,General Fund,Accounting,Personnel Services,LA,LAAC,LAAC00,MFFS000004,MFFS,MF,Office of Management & Finance,2008-09,381020
TRMN000020,SPEC_REV,TPOPIN,PERSONAL,Street Cleaning,Special Revenue,Indirect Services,Personnel Services,TP,TPOP,TPOPIN,TRMN000020,TRMN,TR,Portland Bureau of Transportation,2014-15,381151
WAMC000001,ENTERPRISE,PUDIFS,PERSONAL,Maint & Const-Wtr Group Mgr,Enterprise,Field Support,Personnel Services,PU,PUDI,PUDIFS,WAMC000001,WAMC,WA,Portland Water Bureau,2015-16,381169
WAEN000002,ENTERPRISE,PUCSSE,PERSONAL,Engineering-Emerg Mgmt Program,Enterprise,Security/Emergency Management,Personnel Services,PU,PUCS,PUCSSE,WAEN000002,WAEN,WA,Portland Water Bureau,2013-14,381189
MFTS000012,INT_SVC,LASCSA,PERSONAL,Support Systems & Asset Management,Internal Service,Support Systems & Asset Management,Personnel Services,LA,LASC,LASCSA,MFTS000012,MFTS,MF,Office of Management & Finance,2009-10,381203
ESWW000012,ENTERPRISE,PUWWTR,EMS,Columbia Blvd WWTP - Electrical & Instr,Enterprise,Treatment,External Materials and Services,PU,PUWW,PUWWTR,ESWW000012,ESWW,ES,Bureau of Environmental Services,2008-09,381491
TRED000002,SPEC_REV,TPCIHL,IMS,Permit Engineering,Special Revenue,Health & Livability,Internal Materials and Services,TP,TPCI,TPCIHL,TRED000002,TRED,TR,Portland Bureau of Transportation,2013-14,381511
FREO000002,GENERAL,PSEO00,PERSONAL,Battalion Headquarters,General Fund,Emergency Operations,Personnel Services,PS,PSEO,PSEO00,FREO000002,FREO,FR,Portland Fire & Rescue,2006-07,381537
HCPG000001,SPEC_REV,CDEHFH,EMS,Housing Access & Retention Team,Special Revenue,Transitional Housing,External Materials and Services,CD,CDEH,CDEHFH,HCPG000001,HCPG,HC,Portland Housing Bureau,2009-10,381783
WAHP000001,ENTERPRISE,PUHP00,ENDBAL,Hydroelectric Power,Enterprise,Hydroelectric Power,Unappropriated Fund Balance,PU,PUHP,PUHP00,WAHP000001,WAHP,WA,Portland Water Bureau,2011-12,381906
PKSB000013,SPEC_REV,PRINDE,CAPITAL,Capital Infrastructure Projects,Special Revenue,Capital Development,Capital Outlay,PR,PRIN,PRINDE,PKSB000013,PKSB,PK,Portland Parks & Recreation,2011-12,381951
WAEN000001,ENTERPRISE,PUASBS,PERSONAL,Engineering-Office of Chief Engineer,Enterprise,Bureau Support,Personnel Services,PU,PUAS,PUASBS,WAEN000001,WAEN,WA,Portland Water Bureau,2010-11,381990
WAFS000001,ENTERPRISE,PUASPL,PERSONAL,Finance & Support Svc-Fin & Sup Svcs Grp,Enterprise,Planning,Personnel Services,PU,PUAS,PUASPL,WAFS000001,WAFS,WA,Portland Water Bureau,2012-13,382042
PLOP000015,GENERAL,PSNSNS,PERSONAL,Central/NRT,General Fund,Neighborhood Safety,Personnel Services,PS,PSNS,PSNSNS,PLOP000015,PLOP,PL,Portland Police Bureau,2006-07,382313
PKPR000021,GENERAL,PRRECS,PERSONAL,Matt Dishman Community Center,General Fund,Community and Socialization,Personnel Services,PR,PRRE,PRRECS,PKPR000021,PKPR,PK,Portland Parks & Recreation,2009-10,382348
PNDO000001,GENERAL,CDASDO,PERSONAL,Director's Office,General Fund,Director's Office,Personnel Services,CD,CDAS,CDASDO,PNDO000001,PNDO,PN,Bureau of Planning & Sustainability,2015-16,382362
TRMN000007,SPEC_REV,TPMAIN,PERSONAL,Street Maintenance,Special Revenue,Indirect Services,Personnel Services,TP,TPMA,TPMAIN,TRMN000007,TRMN,TR,Portland Bureau of Transportation,2008-09,382451
WAOP000014,ENTERPRISE,PUSUGW,PERSONAL,Operations-Oper Engineers/Painters,Enterprise,Groundwater,Personnel Services,PU,PUSU,PUSUGW,WAOP000014,WAOP,WA,Portland Water Bureau,2006-07,382457
ESWS000002,ENTERPRISE,PUWSSS,IMS,Stormwater System Division,Enterprise,Sustainable Stormwater,Internal Materials and Services,PU,PUWS,PUWSSS,ESWS000002,ESWS,ES,Bureau of Environmental Services,2010-11,382621
WAOP000014,ENTERPRISE,PUSUGW,EMS,Operations-Oper Engineers/Painters,Enterprise,Groundwater,External Materials and Services,PU,PUSU,PUSUGW,WAOP000014,WAOP,WA,Portland Water Bureau,2013-14,382638
PNSD000002,SPEC_REV,CDTSCE,PERSONAL,"Policy, Research and Innovation",Special Revenue,Clean Energy,Personnel Services,CD,CDTS,CDTSCE,PNSD000002,PNSD,PN,Bureau of Planning & Sustainability,2012-13,382830
PACO000004,GENERAL,LACODV,EMS,Domestic Violence One-Stop Center,General Fund,Domestic Violence,External Materials and Services,LA,LACO,LACODV,PACO000004,PACO,PA,Commissioner of Public Affairs,2015-16,383060
ESWW000013,ENTERPRISE,PUWWCS,PERSONAL,Pump Station - Electrical & Instr,Enterprise,Collection System,Personnel Services,PU,PUWW,PUWWCS,ESWW000013,ESWW,ES,Bureau of Environmental Services,2008-09,383101
MFFS000009,GENERAL,LAAS00,PERSONAL,Grants Management,General Fund,Administration & Support,Personnel Services,LA,LAAS,LAAS00,MFFS000009,MFFS,MF,Office of Management & Finance,2013-14,383336
FRMS000009,GENERAL,PSASMS,EMS,Support for Suppression,General Fund,Management Services,External Materials and Services,PS,PSAS,PSASMS,FRMS000009,FRMS,FR,Portland Fire & Rescue,2006-07,383500
PKWC000021,GENERAL,PRCYVS,PERSONAL,Security Coordinator,General Fund,Visitor Services,Personnel Services,PR,PRCY,PRCYVS,PKWC000021,PKWC,PK,Portland Parks & Recreation,2006-07,383629
MFFS000006,GENERAL,LAPFTR,PERSONAL,Treasury Services,General Fund,Treasury,Personnel Services,LA,LAPF,LAPFTR,MFFS000006,MFFS,MF,Office of Management & Finance,2011-12,383635
DRDR000004,TRUST_PEN,PSAS00,FNDXFER,Administration,Trust Pension,Administration & Support,Fund Transfers - Expense,PS,PSAS,PSAS00,DRDR000004,DRDR,DR,Bureau of Fire & Police Disability & Retirement,2010-11,383671
MFOP000046,INT_SVC,LAOMOM,EMS,City Hall,Internal Service,Operations and Maintenance,External Materials and Services,LA,LAOM,LAOMOM,MFOP000046,MFOP,MF,Office of Management & Finance,2011-12,383741
TRMN000005,SPEC_REV,TPMAIN,PERSONAL,Traffic Maintenance Signs & Markings,Special Revenue,Indirect Services,Personnel Services,TP,TPMA,TPMAIN,TRMN000005,TRMN,TR,Portland Bureau of Transportation,2013-14,383779
PKPR000012,GENERAL,PRINMN,EMS,Services South Zone Operations,General Fund,Maintenance,External Materials and Services,PR,PRIN,PRINMN,PKPR000012,PKPR,PK,Portland Parks & Recreation,2011-12,383957
MFTS000018,INT_SVC,LAPD00,EMS,Windows Servers,Internal Service,Production Services,External Materials and Services,LA,LAPD,LAPD00,MFTS000018,MFTS,MF,Office of Management & Finance,2014-15,384070
MFOP000040,INT_SVC,LAFAAS,PERSONAL,Facilities Services Admininstration,Internal Service,Support Services,Personnel Services,LA,LAFA,LAFAAS,MFOP000040,MFOP,MF,Office of Management & Finance,2014-15,384082
WAAD000005,ENTERPRISE,PUCSGP,IMS,Administration-Grounds Maintenance,Enterprise,Grounds/Parks,Internal Materials and Services,PU,PUCS,PUCSGP,WAAD000005,WAAD,WA,Portland Water Bureau,2008-09,384102
TRED000009,SPEC_REV,TPCISA,IMS,Project Management,Special Revenue,Safety,Internal Materials and Services,TP,TPCI,TPCISA,TRED000009,TRED,TR,Portland Bureau of Transportation,2014-15,384112
MFTS000028,INT_SVC,LAIN00,PERSONAL,Information Security,Internal Service,Information Security,Personnel Services,LA,LAIN,LAIN00,MFTS000028,MFTS,MF,Office of Management & Finance,2012-13,384166
ATAT000001,GENERAL,LALS00,EMS,Office of City Attorney,General Fund,Legal Services,External Materials and Services,LA,LALS,LALS00,ATAT000001,ATAT,AT,Office of the City Attorney,2011-12,384180
PLSB000021,GENERAL,PSNSNS,PERSONAL,Alarms Unit,General Fund,Neighborhood Safety,Personnel Services,PS,PSNS,PSNSNS,PLSB000021,PLSB,PL,Portland Police Bureau,2013-14,384286
MFTS000042,INT_SVC,LACM00,PERSONAL,Telecomm Ops,Internal Service,Communications,Personnel Services,LA,LACM,LACM00,MFTS000042,MFTS,MF,Office of Management & Finance,2015-16,384429
AUDA000001,GENERAL,LAAS00,PERSONAL,Management Services,General Fund,Administration & Support,Personnel Services,LA,LAAS,LAAS00,AUDA000001,AUDA,AU,Office of the City Auditor,2006-07,384467
MFTS000034,INT_SVC,LABS00,EMS,SAP Application,Internal Service,Business Solutions,External Materials and Services,LA,LABS,LABS00,MFTS000034,MFTS,MF,Office of Management & Finance,2015-16,384540
PACO000001,GENERAL,LACOAS,EMS,Commissioner of Public Affairs,General Fund,Commissioner's Office,External Materials and Services,LA,LACO,LACOAS,PACO000001,PACO,PA,Commissioner of Public Affairs,2010-11,384593
ESEN000009,ENTERPRISE,PUENDE,PERSONAL,Wastewater Engineering,Enterprise,Design,Personnel Services,PU,PUEN,PUENDE,ESEN000009,ESEN,ES,Bureau of Environmental Services,2010-11,384640
TRTS000003,SPEC_REV,TPOPSG,BOND,Signals & Street Lighting,Special Revenue,Traffic Signals,Debt Service,TP,TPOP,TPOPSG,TRTS000003,TRTS,TR,Portland Bureau of Transportation,2006-07,384664
SDSD000002,ENTERPRISE,CDASOP,FNDXFER,Technical Services,Enterprise,Operations,Fund Transfers - Expense,CD,CDAS,CDASOP,SDSD000002,SDSD,SD,Office of Sustainable Development,2008-09,384758
SDSD000001,GENERAL,CDASDO,PERSONAL,Director's Office,General Fund,Director's Office,Personnel Services,CD,CDAS,CDASDO,SDSD000001,SDSD,SD,Office of Sustainable Development,2008-09,384991
WAFS000002,ENTERPRISE,PUASPL,PERSONAL,Finance & Support Svc-Finance/Budget,Enterprise,Planning,Personnel Services,PU,PUAS,PUASPL,WAFS000002,WAFS,WA,Portland Water Bureau,2009-10,385001
PKSB000010,ENTERPRISE,PRRESG,EMS,Rose City Golf Course,Enterprise,Sports and Games,External Materials and Services,PR,PRRE,PRRESG,PKSB000010,PKSB,PK,Portland Parks & Recreation,2012-13,385080
PLOP000033,SPEC_REV,PSTSTS,PERSONAL,Traffic Operations,Special Revenue,Traffic Safety,Personnel Services,PS,PSTS,PSTSTS,PLOP000033,PLOP,PL,Portland Police Bureau,2009-10,385205
DSLU000001,SPEC_REV,CDLU00,IMS,Land Use Services,Special Revenue,Land Use Services,Internal Materials and Services,CD,CDLU,CDLU00,DSLU000001,DSLU,DS,Bureau of Development Services,2013-14,385244
TRMN000008,SPEC_REV,TPOPRE,PERSONAL,Recycling Facility,Special Revenue,Recycling Operations,Personnel Services,TP,TPOP,TPOPRE,TRMN000008,TRMN,TR,Portland Bureau of Transportation,2014-15,385274
PNDP000001,GENERAL,CDAPDI,EMS,District Planning Division - General,General Fund,District Planning,External Materials and Services,CD,CDAP,CDAPDI,PNDP000001,PNDP,PN,Bureau of Planning & Sustainability,2007-08,385294
WAMC000001,ENTERPRISE,PUDIFS,PERSONAL,Maint & Const-Wtr Group Mgr,Enterprise,Field Support,Personnel Services,PU,PUDI,PUDIFS,WAMC000001,WAMC,WA,Portland Water Bureau,2012-13,385336
HCPG000004,SPEC_REV,CDHCRH,BOND,Housing Investment & Portfolio Preservat,Special Revenue,Rehabilitation,Debt Service,CD,CDHC,CDHCRH,HCPG000004,HCPG,HC,Portland Housing Bureau,2010-11,385359
MYMY000003,GENERAL,PSMYYV,EMS,Office of Youth Violence Prevention,General Fund,Youth Violence Prevention,External Materials and Services,PS,PSMY,PSMYYV,MYMY000003,MYMY,MY,Office of the Mayor,2013-14,385392
WAEN000013,ENTERPRISE,PUASPL,PERSONAL,Engineering-CIP Development & Support,Enterprise,Planning,Personnel Services,PU,PUAS,PUASPL,WAEN000013,WAEN,WA,Portland Water Bureau,2011-12,385405
FRMS000008,CAPITAL,PSASMS,CAPITAL,Apparatus Maintenance,Capital Projects,Management Services,Capital Outlay,PS,PSAS,PSASMS,FRMS000008,FRMS,FR,Portland Fire & Rescue,2011-12,385484
HCPG000001,GENERAL,CDEHAS,EMS,Housing Access & Retention Team,General Fund,Housing Access,External Materials and Services,CD,CDEH,CDEHAS,HCPG000001,HCPG,HC,Portland Housing Bureau,2013-14,385539
MFCP000002,SPEC_REV,PSPS00,EMS,Public Safety System Revitalization,Special Revenue,Public Safety Systems Revitalization Program,External Materials and Services,PS,PSPS,PSPS00,MFCP000002,MFCP,MF,Office of Management & Finance,2011-12,385590
WAMC000001,ENTERPRISE,PUDIFS,PERSONAL,Maint & Const-Wtr Group Mgr,Enterprise,Field Support,Personnel Services,PU,PUDI,PUDIFS,WAMC000001,WAMC,WA,Portland Water Bureau,2014-15,385625
PLIN000011,GENERAL,PSININ,IMS,Detective Division,General Fund,Investigations,Internal Materials and Services,PS,PSIN,PSININ,PLIN000011,PLIN,PL,Portland Police Bureau,2008-09,385706
PKWC000024,GENERAL,PRSPBS,PERSONAL,Workforce Support & Dev. Admin,General Fund,Business Services,Personnel Services,PR,PRSP,PRSPBS,PKWC000024,PKWC,PK,Portland Parks & Recreation,2014-15,385758
ESEN000020,SPEC_REV,PUENAM,EMS,CIP Projects,Special Revenue,Asset Systems Management,External Materials and Services,PU,PUEN,PUENAM,ESEN000020,ESEN,ES,Bureau of Environmental Services,2008-09,385892
AUDA000001,GENERAL,LAAS00,PERSONAL,Management Services,General Fund,Administration & Support,Personnel Services,LA,LAAS,LAAS00,AUDA000001,AUDA,AU,Office of the City Auditor,2013-14,386036
ATAT000001,GENERAL,LALS00,EMS,Office of City Attorney,General Fund,Legal Services,External Materials and Services,LA,LALS,LALS00,ATAT000001,ATAT,AT,Office of the City Attorney,2010-11,386043
WAEN000011,ENTERPRISE,PUSUGW,CAPITAL,Engineering-Contract Administration,Enterprise,Groundwater,Capital Outlay,PU,PUSU,PUSUGW,WAEN000011,WAEN,WA,Portland Water Bureau,2013-14,386060
WAOP000014,ENTERPRISE,PUTTTR,PERSONAL,Operations-Oper Engineers/Painters,Enterprise,Terminal Reservoirs,Personnel Services,PU,PUTT,PUTTTR,WAOP000014,WAOP,WA,Portland Water Bureau,2010-11,386187
PKPR000004,GENERAL,PRRECS,PERSONAL,Hillside Community Center,General Fund,Community and Socialization,Personnel Services,PR,PRRE,PRRECS,PKPR000004,PKPR,PK,Portland Parks & Recreation,2008-09,386213
PKPR000022,GENERAL,PRRECS,PERSONAL,Peninsula Park Community Center,General Fund,Community and Socialization,Personnel Services,PR,PRRE,PRRECS,PKPR000022,PKPR,PK,Portland Parks & Recreation,2010-11,386258
MFTS000021,INT_SVC,LAPD00,EMS,Enterprise Server,Internal Service,Production Services,External Materials and Services,LA,LAPD,LAPD00,MFTS000021,MFTS,MF,Office of Management & Finance,2011-12,386306
MFDR000001,GENERAL,LAASCA,PERSONAL,Chief Administrative Officer,General Fund,CAO's Office,Personnel Services,LA,LAAS,LAASCA,MFDR000001,MFDR,MF,Office of Management & Finance,2011-12,386510
MFPU000001,GENERAL,LAPRPS,IMS,Procurement Services,General Fund,Procurement Services,Internal Materials and Services,LA,LAPR,LAPRPS,MFPU000001,MFPU,MF,Office of Management & Finance,2012-13,386679
MFTS000040,INT_SVC,LAIERS,EMS,Radio Shop Operations,Internal Service,Radio & Video Operations,External Materials and Services,LA,LAIE,LAIERS,MFTS000040,MFTS,MF,Office of Management & Finance,2010-11,386695
PKPR000043,GENERAL,PRRESG,PERSONAL,Portland Tennis Center,General Fund,Sports and Games,Personnel Services,PR,PRRE,PRRESG,PKPR000043,PKPR,PK,Portland Parks & Recreation,2011-12,386704
PLOP000040,GENERAL,PSNSNS,PERSONAL,SE/Neighborhood Response Team,General Fund,Neighborhood Safety,Personnel Services,PS,PSNS,PSNSNS,PLOP000040,PLOP,PL,Portland Police Bureau,2006-07,386708
WAEN000011,ENTERPRISE,PUDIME,CAPITAL,Engineering-Contract Administration,Enterprise,Meters,Capital Outlay,PU,PUDI,PUDIME,WAEN000011,WAEN,WA,Portland Water Bureau,2013-14,386866
EMEM000002,SPEC_REV,PSEMAS,PERSONAL,Finance and Grants,Special Revenue,Administration & Support,Personnel Services,PS,PSEM,PSEMAS,EMEM000002,EMEM,EM,Portland Bureau of Emergency Management,2009-10,387231
WAEN000013,ENTERPRISE,PUASPL,PERSONAL,Engineering-CIP Development & Support,Enterprise,Planning,Personnel Services,PU,PUAS,PUASPL,WAEN000013,WAEN,WA,Portland Water Bureau,2012-13,387270
PLCH000013,GENERAL,PSSFSF,PERSONAL,Crime Interdiction Overhead,General Fund,Strategy & Finance,Personnel Services,PS,PSSF,PSSFSF,PLCH000013,PLCH,PL,Portland Police Bureau,2006-07,387416
TRED000008,SPEC_REV,TPMAST,PERSONAL,Construction,Special Revenue,Street Preservation,Personnel Services,TP,TPMA,TPMAST,TRED000008,TRED,TR,Portland Bureau of Transportation,2013-14,387433
WAMC000020,ENTERPRISE,PUDIHY,PERSONAL,Maint & Const - Northwest District,Enterprise,Hydrants,Personnel Services,PU,PUDI,PUDIHY,WAMC000020,WAMC,WA,Portland Water Bureau,2012-13,387498
MFOP000032,ENTERPRISE,LAASSF,CAPITAL,Memorial Coliseum,Enterprise,Spectator Facilities,Capital Outlay,LA,LAAS,LAASSF,MFOP000032,MFOP,MF,Office of Management & Finance,2011-12,387654
TRMN000010,SPEC_REV,TPMATM,PERSONAL,Traffic Maintenance Parking Meters,Special Revenue,Traffic Maintenance,Personnel Services,TP,TPMA,TPMATM,TRMN000010,TRMN,TR,Portland Bureau of Transportation,2007-08,387663
TRMN000008,SPEC_REV,TPOPRE,IMS,Recycling Facility,Special Revenue,Recycling Operations,Internal Materials and Services,TP,TPOP,TPOPRE,TRMN000008,TRMN,TR,Portland Bureau of Transportation,2015-16,387673
WAEN000011,ENTERPRISE,PUCSGP,PERSONAL,Engineering-Contract Administration,Enterprise,Grounds/Parks,Personnel Services,PU,PUCS,PUCSGP,WAEN000011,WAEN,WA,Portland Water Bureau,2010-11,387673
FRMS000007,GENERAL,PSASMS,EMS,Building Maintenance,General Fund,Management Services,External Materials and Services,PS,PSAS,PSASMS,FRMS000007,FRMS,FR,Portland Fire & Rescue,2006-07,387997
PKPR000037,GENERAL,PRINMN,EMS,Engineering,General Fund,Maintenance,External Materials and Services,PR,PRIN,PRINMN,PKPR000037,PKPR,PK,Portland Parks & Recreation,2012-13,388013
PNOP000002,GENERAL,CDCP00,PERSONAL,Technical Support,General Fund,Comprehensive & Strategic Planning,Personnel Services,CD,CDCP,CDCP00,PNOP000002,PNOP,PN,Bureau of Planning & Sustainability,2013-14,388106
WAMC000018,ENTERPRISE,PUDIDM,EMS,Maint & Const-Carpenter/Utility Locates,Enterprise,Distribution Mains,External Materials and Services,PU,PUDI,PUDIDM,WAMC000018,WAMC,WA,Portland Water Bureau,2006-07,388115
PLOP000055,GENERAL,PSNSNS,IMS,East Precinct,General Fund,Neighborhood Safety,Internal Materials and Services,PS,PSNS,PSNSNS,PLOP000055,PLOP,PL,Portland Police Bureau,2006-07,388164
NIIR000001,GENERAL,CDIR00,PERSONAL,City/County Information & Referral,General Fund,Information & Referral,Personnel Services,CD,CDIR,CDIR00,NIIR000001,NIIR,NI,Office of Neighborhood Involvement,2010-11,388228
MFHR000012,INT_SVC,LALBAS,IMS,PPA Self Insured Plan Internal Admin,Internal Service,Administration & Support,Internal Materials and Services,LA,LALB,LALBAS,MFHR000012,MFHR,MF,Office of Management & Finance,2007-08,388379
PKWC000027,GENERAL,PRCYCE,EMS,Workforce & Comm Alliances Admin,General Fund,Community Engagement,External Materials and Services,PR,PRCY,PRCYCE,PKWC000027,PKWC,PK,Portland Parks & Recreation,2007-08,388391
WAMC000002,ENTERPRISE,PUDIFS,PERSONAL,Maint & Const-Administrative Support,Enterprise,Field Support,Personnel Services,PU,PUDI,PUDIFS,WAMC000002,WAMC,WA,Portland Water Bureau,2015-16,388467
WAMC000019,ENTERPRISE,PUDIFS,PERSONAL,Maint & Const - Outer Northeast District,Enterprise,Field Support,Personnel Services,PU,PUDI,PUDIFS,WAMC000019,WAMC,WA,Portland Water Bureau,2009-10,388691
MFTS000028,INT_SVC,LAIN00,EMS,Information Security,Internal Service,Information Security,External Materials and Services,LA,LAIN,LAIN00,MFTS000028,MFTS,MF,Office of Management & Finance,2009-10,388718
PLIN000008,GENERAL,PSERER,PERSONAL,Explosive Disposal,General Fund,Emergency Response & Problem Solving,Personnel Services,PS,PSER,PSERER,PLIN000008,PLIN,PL,Portland Police Bureau,2013-14,388796
TRMN000018,SPEC_REV,TPMASW,IMS,Stormwater Maintenance,Special Revenue,Stormwater Maintenance,Internal Materials and Services,TP,TPMA,TPMASW,TRMN000018,TRMN,TR,Portland Bureau of Transportation,2008-09,388800
TRED000009,SPEC_REV,TPCINB,EMS,Project Management,Special Revenue,Neighborhood Livability,External Materials and Services,TP,TPCI,TPCINB,TRED000009,TRED,TR,Portland Bureau of Transportation,2009-10,388815
