Fund center code,fund code,functional area code,object code,FY 2015-16,FY 2014-15,FY 2013-14,FY 2012-13,FY 2011-12,FY 2010-11,FY 2009-10,FY 2008-09,FY 2007-08,FY 2006-07,fund center name,Fund Name,functional area name,accounting object name,Service Area Code,Program Code,Sub Program Code,Fund Center,Division Code,Bureau Code,Bureau Name
MFOP000042,INT_SVC,LAOMOM,IMS,0,0,0,0,0,0,154,1142733,2257308,1752794,Facilities Project Management,Internal Service,Operations and Maintenance,Internal Materials and Services,LA,LAOM,LAOMOM,MFOP000042,MFOP,MF,Office of Management & Finance
MFOP000042,INT_SVC,LAPM00,PERSONAL,0,348,-180380,-692223,-388401,234620,221502,170800,149926,114609,Facilities Project Management,Internal Service,Project Management,Personnel Services,LA,LAPM,LAPM00,MFOP000042,MFOP,MF,Office of Management & Finance
MFOP000042,INT_SVC,LAPM00,EMS,0,0,0,244991,520789,430752,2378647,1375985,30409,15226,Facilities Project Management,Internal Service,Project Management,External Materials and Services,LA,LAPM,LAPM00,MFOP000042,MFOP,MF,Office of Management & Finance
MFOP000042,INT_SVC,LAPM00,IMS,-161484,-159195,-212077,-376278,-406765,-71341,113954,-75596,0,237,Facilities Project Management,Internal Service,Project Management,Internal Materials and Services,LA,LAPM,LAPM00,MFOP000042,MFOP,MF,Office of Management & Finance
MFOP000042,INT_SVC,LAPM00,CAPITAL,0,0,0,0,6388975,0,0,0,0,0,Facilities Project Management,Internal Service,Project Management,Capital Outlay,LA,LAPM,LAPM00,MFOP000042,MFOP,MF,Office of Management & Finance
MFOP000042,INT_SVC,LAPM00,BOND,0,0,0,0,0,-2,0,0,0,0,Facilities Project Management,Internal Service,Project Management,Debt Service,LA,LAPM,LAPM00,MFOP000042,MFOP,MF,Office of Management & Finance
MFOP000042,INT_SVC,LAPM00,FNDXFER,0,0,0,0,0,0,0,158000,0,0,Facilities Project Management,Internal Service,Project Management,Fund Transfers - Expense,LA,LAPM,LAPM00,MFOP000042,MFOP,MF,Office of Management & Finance
MFOP000042,INT_SVC,LAPP00,IMS,0,0,0,0,0,0,0,-21,0,0,Facilities Project Management,Internal Service,Property Management,Internal Materials and Services,LA,LAPP,LAPP00,MFOP000042,MFOP,MF,Office of Management & Finance
MFOP000042,INT_SVC,PSAS00,PERSONAL,0,0,0,0,0,0,0,14328,0,0,Facilities Project Management,Internal Service,Administration & Support,Personnel Services,PS,PSAS,PSAS00,MFOP000042,MFOP,MF,Office of Management & Finance
MFOP000042,INT_SVC,PSAS00,EMS,0,0,-71,0,0,0,0,57566,0,0,Facilities Project Management,Internal Service,Administration & Support,External Materials and Services,PS,PSAS,PSAS00,MFOP000042,MFOP,MF,Office of Management & Finance
MFOP000042,INT_SVC,PSAS00,IMS,0,0,0,0,0,0,0,3709,0,0,Facilities Project Management,Internal Service,Administration & Support,Internal Materials and Services,PS,PSAS,PSAS00,MFOP000042,MFOP,MF,Office of Management & Finance
MFOP000043,INT_SVC,CDASBS,EMS,0,0,0,0,0,0,0,36,0,0,Facilities Property Management,Internal Service,Business Services,External Materials and Services,CD,CDAS,CDASBS,MFOP000043,MFOP,MF,Office of Management & Finance
MFOP000043,INT_SVC,LAFAOM,PERSONAL,6860,1798,0,0,0,0,0,0,0,0,Facilities Property Management,Internal Service,Operations and Maintenance,Personnel Services,LA,LAFA,LAFAOM,MFOP000043,MFOP,MF,Office of Management & Finance
MFOP000043,INT_SVC,LAFAOM,EMS,4220,0,0,200,0,0,0,0,0,0,Facilities Property Management,Internal Service,Operations and Maintenance,External Materials and Services,LA,LAFA,LAFAOM,MFOP000043,MFOP,MF,Office of Management & Finance
MFOP000043,INT_SVC,LAFAOM,IMS,938,510,0,0,0,0,0,0,0,0,Facilities Property Management,Internal Service,Operations and Maintenance,Internal Materials and Services,LA,LAFA,LAFAOM,MFOP000043,MFOP,MF,Office of Management & Finance
MFOP000043,INT_SVC,LAFAPM,PERSONAL,0,0,493,687,0,0,0,0,0,0,Facilities Property Management,Internal Service,Project Management,Personnel Services,LA,LAFA,LAFAPM,MFOP000043,MFOP,MF,Office of Management & Finance
MFOP000043,INT_SVC,LAFAPM,IMS,0,0,25,31,254,0,0,0,0,0,Facilities Property Management,Internal Service,Project Management,Internal Materials and Services,LA,LAFA,LAFAPM,MFOP000043,MFOP,MF,Office of Management & Finance
MFOP000043,INT_SVC,LAFAPP,PERSONAL,156243,132565,186444,363614,127497,0,0,0,0,0,Facilities Property Management,Internal Service,Property Management,Personnel Services,LA,LAFA,LAFAPP,MFOP000043,MFOP,MF,Office of Management & Finance
MFOP000043,INT_SVC,LAFAPP,EMS,590725,266355,393848,326525,5718,0,0,0,0,0,Facilities Property Management,Internal Service,Property Management,External Materials and Services,LA,LAFA,LAFAPP,MFOP000043,MFOP,MF,Office of Management & Finance
MFOP000043,INT_SVC,LAFAPP,IMS,80718,25005,26473,12821,7861,0,0,0,0,0,Facilities Property Management,Internal Service,Property Management,Internal Materials and Services,LA,LAFA,LAFAPP,MFOP000043,MFOP,MF,Office of Management & Finance
MFOP000043,INT_SVC,LAFAPP,CAPITAL,520439,0,0,0,0,0,0,0,0,0,Facilities Property Management,Internal Service,Property Management,Capital Outlay,LA,LAFA,LAFAPP,MFOP000043,MFOP,MF,Office of Management & Finance
MFOP000043,INT_SVC,LAFASP,PERSONAL,21645,0,0,0,0,0,0,0,0,0,Facilities Property Management,Internal Service,Facilities Strategic Plan,Personnel Services,LA,LAFA,LAFASP,MFOP000043,MFOP,MF,Office of Management & Finance
MFOP000043,INT_SVC,LAFASP,EMS,43012,0,0,0,0,0,0,0,0,0,Facilities Property Management,Internal Service,Facilities Strategic Plan,External Materials and Services,LA,LAFA,LAFASP,MFOP000043,MFOP,MF,Office of Management & Finance
MFOP000043,INT_SVC,LAFASP,IMS,440,0,0,0,0,0,0,0,0,0,Facilities Property Management,Internal Service,Facilities Strategic Plan,Internal Materials and Services,LA,LAFA,LAFASP,MFOP000043,MFOP,MF,Office of Management & Finance
MFOP000043,INT_SVC,LAOMOM,EMS,0,0,0,0,0,0,89473,0,0,0,Facilities Property Management,Internal Service,Operations and Maintenance,External Materials and Services,LA,LAOM,LAOMOM,MFOP000043,MFOP,MF,Office of Management & Finance
MFOP000043,INT_SVC,LAOMOM,IMS,0,0,0,0,0,0,23,0,0,0,Facilities Property Management,Internal Service,Operations and Maintenance,Internal Materials and Services,LA,LAOM,LAOMOM,MFOP000043,MFOP,MF,Office of Management & Finance
MFOP000043,INT_SVC,LAPM00,PERSONAL,0,0,0,0,1856,1368,5151,0,0,0,Facilities Property Management,Internal Service,Project Management,Personnel Services,LA,LAPM,LAPM00,MFOP000043,MFOP,MF,Office of Management & Finance
MFOP000043,INT_SVC,LAPM00,EMS,0,0,0,0,813,0,0,0,0,0,Facilities Property Management,Internal Service,Project Management,External Materials and Services,LA,LAPM,LAPM00,MFOP000043,MFOP,MF,Office of Management & Finance
MFOP000043,INT_SVC,LAPM00,IMS,0,0,0,0,60,61,956,0,0,0,Facilities Property Management,Internal Service,Project Management,Internal Materials and Services,LA,LAPM,LAPM00,MFOP000043,MFOP,MF,Office of Management & Finance
MFOP000043,INT_SVC,LAPP00,PERSONAL,133,232,-73863,-273276,49781,209613,170136,208027,189054,181005,Facilities Property Management,Internal Service,Property Management,Personnel Services,LA,LAPP,LAPP00,MFOP000043,MFOP,MF,Office of Management & Finance
MFOP000043,INT_SVC,LAPP00,EMS,0,0,0,0,226266,694414,160243,454610,1201986,981201,Facilities Property Management,Internal Service,Property Management,External Materials and Services,LA,LAPP,LAPP00,MFOP000043,MFOP,MF,Office of Management & Finance
MFOP000043,INT_SVC,LAPP00,IMS,6,-186,10,4165,512,16711,7167,30182,0,2246,Facilities Property Management,Internal Service,Property Management,Internal Materials and Services,LA,LAPP,LAPP00,MFOP000043,MFOP,MF,Office of Management & Finance
MFOP000044,INT_SVC,LAEM00,PERSONAL,0,0,0,0,67596,145154,142327,146295,153408,207557,Parking and Spectator Fac Admin,Internal Service,Enterprise Operations Management,Personnel Services,LA,LAEM,LAEM00,MFOP000044,MFOP,MF,Office of Management & Finance
MFOP000044,INT_SVC,LAEM00,EMS,0,0,0,0,0,52,25,0,0,614,Parking and Spectator Fac Admin,Internal Service,Enterprise Operations Management,External Materials and Services,LA,LAEM,LAEM00,MFOP000044,MFOP,MF,Office of Management & Finance
MFOP000044,INT_SVC,LAEM00,IMS,0,0,0,876,2505,2107,3155,1501,0,27,Parking and Spectator Fac Admin,Internal Service,Enterprise Operations Management,Internal Materials and Services,LA,LAEM,LAEM00,MFOP000044,MFOP,MF,Office of Management & Finance
MFOP000044,INT_SVC,LAFAOM,PERSONAL,0,0,1682,1373,0,0,0,0,0,0,Parking and Spectator Fac Admin,Internal Service,Operations and Maintenance,Personnel Services,LA,LAFA,LAFAOM,MFOP000044,MFOP,MF,Office of Management & Finance
MFOP000044,INT_SVC,LAFASF,PERSONAL,0,-3634,0,3795,87259,0,0,0,0,0,Parking and Spectator Fac Admin,Internal Service,Spectator Facilities,Personnel Services,LA,LAFA,LAFASF,MFOP000044,MFOP,MF,Office of Management & Finance
MFOP000044,INT_SVC,LAFASF,EMS,0,0,0,110,0,0,0,0,0,0,Parking and Spectator Fac Admin,Internal Service,Spectator Facilities,External Materials and Services,LA,LAFA,LAFASF,MFOP000044,MFOP,MF,Office of Management & Finance
MFOP000044,INT_SVC,LAFASF,IMS,0,0,761,1922,1218,0,0,0,0,0,Parking and Spectator Fac Admin,Internal Service,Spectator Facilities,Internal Materials and Services,LA,LAFA,LAFASF,MFOP000044,MFOP,MF,Office of Management & Finance
MFOP000044,INT_SVC,LAOMOM,PERSONAL,0,0,0,0,901,0,0,0,0,0,Parking and Spectator Fac Admin,Internal Service,Operations and Maintenance,Personnel Services,LA,LAOM,LAOMOM,MFOP000044,MFOP,MF,Office of Management & Finance
MFOP000044,INT_SVC,LAOMOM,EMS,0,0,0,0,620,0,0,0,0,0,Parking and Spectator Fac Admin,Internal Service,Operations and Maintenance,External Materials and Services,LA,LAOM,LAOMOM,MFOP000044,MFOP,MF,Office of Management & Finance
MFOP000044,INT_SVC,PRRQMC,PERSONAL,0,0,0,0,0,0,121,0,0,0,Parking and Spectator Fac Admin,Internal Service,Memorial Coliseum,Personnel Services,PR,PRRQ,PRRQMC,MFOP000044,MFOP,MF,Office of Management & Finance
MFOP000046,GENERAL,LAOMOM,EMS,0,0,0,0,0,0,0,10027,0,0,City Hall,General Fund,Operations and Maintenance,External Materials and Services,LA,LAOM,LAOMOM,MFOP000046,MFOP,MF,Office of Management & Finance
MFOP000046,INT_SVC,LAFAOM,PERSONAL,93051,62985,82273,41741,848,0,0,0,0,0,City Hall,Internal Service,Operations and Maintenance,Personnel Services,LA,LAFA,LAFAOM,MFOP000046,MFOP,MF,Office of Management & Finance
MFOP000046,INT_SVC,LAFAOM,EMS,730574,583700,394428,811485,314414,0,0,0,0,0,City Hall,Internal Service,Operations and Maintenance,External Materials and Services,LA,LAFA,LAFAOM,MFOP000046,MFOP,MF,Office of Management & Finance
MFOP000046,INT_SVC,LAFAOM,IMS,343342,270640,341587,307078,158889,0,0,0,0,0,City Hall,Internal Service,Operations and Maintenance,Internal Materials and Services,LA,LAFA,LAFAOM,MFOP000046,MFOP,MF,Office of Management & Finance
MFOP000046,INT_SVC,LAFAPM,PERSONAL,0,0,24708,28512,1060,0,0,0,0,0,City Hall,Internal Service,Project Management,Personnel Services,LA,LAFA,LAFAPM,MFOP000046,MFOP,MF,Office of Management & Finance
MFOP000046,INT_SVC,LAFAPM,EMS,0,0,116933,201139,0,0,0,0,0,0,City Hall,Internal Service,Project Management,External Materials and Services,LA,LAFA,LAFAPM,MFOP000046,MFOP,MF,Office of Management & Finance
MFOP000046,INT_SVC,LAFAPM,IMS,0,1606,19492,0,0,0,0,0,0,0,City Hall,Internal Service,Project Management,Internal Materials and Services,LA,LAFA,LAFAPM,MFOP000046,MFOP,MF,Office of Management & Finance
MFOP000046,INT_SVC,LAFAPP,PERSONAL,1099,1131,6235,1153,0,0,0,0,0,0,City Hall,Internal Service,Property Management,Personnel Services,LA,LAFA,LAFAPP,MFOP000046,MFOP,MF,Office of Management & Finance
MFOP000046,INT_SVC,LAFAPP,EMS,184,0,0,0,0,0,0,0,0,0,City Hall,Internal Service,Property Management,External Materials and Services,LA,LAFA,LAFAPP,MFOP000046,MFOP,MF,Office of Management & Finance
MFOP000046,INT_SVC,LAOMOM,PERSONAL,1432,348,0,0,24619,4370,0,0,0,0,City Hall,Internal Service,Operations and Maintenance,Personnel Services,LA,LAOM,LAOMOM,MFOP000046,MFOP,MF,Office of Management & Finance
MFOP000046,INT_SVC,LAOMOM,EMS,9500,0,0,52606,383741,7515,5371,0,0,0,City Hall,Internal Service,Operations and Maintenance,External Materials and Services,LA,LAOM,LAOMOM,MFOP000046,MFOP,MF,Office of Management & Finance
MFOP000046,INT_SVC,LAOMOM,IMS,508,0,0,0,245168,926800,995826,751034,0,0,City Hall,Internal Service,Operations and Maintenance,Internal Materials and Services,LA,LAOM,LAOMOM,MFOP000046,MFOP,MF,Office of Management & Finance
MFOP000046,INT_SVC,LAOPAS,EMS,0,0,0,0,5031,0,0,0,0,0,City Hall,Internal Service,Administration & Support,External Materials and Services,LA,LAOP,LAOPAS,MFOP000046,MFOP,MF,Office of Management & Finance
MFOP000046,INT_SVC,LAPM00,PERSONAL,0,0,0,659,67363,27949,17591,4177,0,0,City Hall,Internal Service,Project Management,Personnel Services,LA,LAPM,LAPM00,MFOP000046,MFOP,MF,Office of Management & Finance
MFOP000046,INT_SVC,LAPM00,EMS,0,0,0,4502,278427,46241,-5597,5597,0,0,City Hall,Internal Service,Project Management,External Materials and Services,LA,LAPM,LAPM00,MFOP000046,MFOP,MF,Office of Management & Finance
MFOP000046,INT_SVC,LAPM00,IMS,0,0,0,0,4253,3347,600,490,0,0,City Hall,Internal Service,Project Management,Internal Materials and Services,LA,LAPM,LAPM00,MFOP000046,MFOP,MF,Office of Management & Finance
MFOP000047,INT_SVC,LAFAAS,PERSONAL,4928,38,0,0,0,0,0,0,0,0,1900 Building,Internal Service,Support Services,Personnel Services,LA,LAFA,LAFAAS,MFOP000047,MFOP,MF,Office of Management & Finance
MFOP000047,INT_SVC,LAFAAS,EMS,-24689,69750,2058,0,0,0,0,0,0,0,1900 Building,Internal Service,Support Services,External Materials and Services,LA,LAFA,LAFAAS,MFOP000047,MFOP,MF,Office of Management & Finance
MFOP000047,INT_SVC,LAFAOM,PERSONAL,79965,98124,47183,34801,1802,0,0,0,0,0,1900 Building,Internal Service,Operations and Maintenance,Personnel Services,LA,LAFA,LAFAOM,MFOP000047,MFOP,MF,Office of Management & Finance
MFOP000047,INT_SVC,LAFAOM,EMS,1901422,1268439,1032438,813593,226211,0,0,0,0,0,1900 Building,Internal Service,Operations and Maintenance,External Materials and Services,LA,LAFA,LAFAOM,MFOP000047,MFOP,MF,Office of Management & Finance
MFOP000047,INT_SVC,LAFAOM,IMS,277861,234365,202272,214971,330428,0,0,0,0,0,1900 Building,Internal Service,Operations and Maintenance,Internal Materials and Services,LA,LAFA,LAFAOM,MFOP000047,MFOP,MF,Office of Management & Finance
MFOP000047,INT_SVC,LAFAPM,PERSONAL,10589,0,2784,11892,0,0,0,0,0,0,1900 Building,Internal Service,Project Management,Personnel Services,LA,LAFA,LAFAPM,MFOP000047,MFOP,MF,Office of Management & Finance
MFOP000047,INT_SVC,LAFAPM,EMS,12029,0,0,167148,0,0,0,0,0,0,1900 Building,Internal Service,Project Management,External Materials and Services,LA,LAFA,LAFAPM,MFOP000047,MFOP,MF,Office of Management & Finance
MFOP000047,INT_SVC,LAFAPM,IMS,301,24,0,132,0,0,0,0,0,0,1900 Building,Internal Service,Project Management,Internal Materials and Services,LA,LAFA,LAFAPM,MFOP000047,MFOP,MF,Office of Management & Finance
MFOP000047,INT_SVC,LAFAPP,PERSONAL,6860,6525,6061,2912,27,0,0,0,0,0,1900 Building,Internal Service,Property Management,Personnel Services,LA,LAFA,LAFAPP,MFOP000047,MFOP,MF,Office of Management & Finance
MFOP000047,INT_SVC,LAOMOM,PERSONAL,0,0,0,0,14676,6060,0,0,0,0,1900 Building,Internal Service,Operations and Maintenance,Personnel Services,LA,LAOM,LAOMOM,MFOP000047,MFOP,MF,Office of Management & Finance
MFOP000047,INT_SVC,LAOMOM,EMS,0,0,2000,28738,412784,5908,470,2120,0,0,1900 Building,Internal Service,Operations and Maintenance,External Materials and Services,LA,LAOM,LAOMOM,MFOP000047,MFOP,MF,Office of Management & Finance
MFOP000047,INT_SVC,LAOMOM,IMS,0,0,0,0,236435,939192,950847,559459,0,0,1900 Building,Internal Service,Operations and Maintenance,Internal Materials and Services,LA,LAOM,LAOMOM,MFOP000047,MFOP,MF,Office of Management & Finance
MFOP000047,INT_SVC,LAPM00,PERSONAL,0,0,0,0,0,4121,16944,28083,0,0,1900 Building,Internal Service,Project Management,Personnel Services,LA,LAPM,LAPM00,MFOP000047,MFOP,MF,Office of Management & Finance
MFOP000047,INT_SVC,LAPM00,EMS,0,0,0,0,0,608,23159,246083,0,0,1900 Building,Internal Service,Project Management,External Materials and Services,LA,LAPM,LAPM00,MFOP000047,MFOP,MF,Office of Management & Finance
MFOP000047,INT_SVC,LAPM00,IMS,0,0,0,0,0,213,8469,32916,0,0,1900 Building,Internal Service,Project Management,Internal Materials and Services,LA,LAPM,LAPM00,MFOP000047,MFOP,MF,Office of Management & Finance
MFOP000048,CAPITAL,PSAS00,CAPITAL,0,0,0,-115750,611487,0,0,0,0,0,Portland Community Center,Capital Projects,Administration & Support,Capital Outlay,PS,PSAS,PSAS00,MFOP000048,MFOP,MF,Office of Management & Finance
MFOP000048,CAPITAL,PSAS00,ENDBAL,0,0,0,-495736,-611486,0,0,0,0,0,Portland Community Center,Capital Projects,Administration & Support,Unappropriated Fund Balance,PS,PSAS,PSAS00,MFOP000048,MFOP,MF,Office of Management & Finance
MFOP000048,INT_SVC,LACM00,EMS,0,0,0,15672,0,0,0,0,0,0,Portland Community Center,Internal Service,Communications,External Materials and Services,LA,LACM,LACM00,MFOP000048,MFOP,MF,Office of Management & Finance
MFOP000048,INT_SVC,LAFAOM,PERSONAL,101779,42759,28100,8788,0,0,0,0,0,0,Portland Community Center,Internal Service,Operations and Maintenance,Personnel Services,LA,LAFA,LAFAOM,MFOP000048,MFOP,MF,Office of Management & Finance
MFOP000048,INT_SVC,LAFAOM,EMS,704768,449329,467290,426445,206922,0,0,0,0,0,Portland Community Center,Internal Service,Operations and Maintenance,External Materials and Services,LA,LAFA,LAFAOM,MFOP000048,MFOP,MF,Office of Management & Finance
MFOP000048,INT_SVC,LAFAOM,IMS,219915,192084,171714,199658,167844,0,0,0,0,0,Portland Community Center,Internal Service,Operations and Maintenance,Internal Materials and Services,LA,LAFA,LAFAOM,MFOP000048,MFOP,MF,Office of Management & Finance
MFOP000048,INT_SVC,LAFAOM,FNDXFER,0,2476210,0,0,0,0,0,0,0,0,Portland Community Center,Internal Service,Operations and Maintenance,Fund Transfers - Expense,LA,LAFA,LAFAOM,MFOP000048,MFOP,MF,Office of Management & Finance
MFOP000048,INT_SVC,LAFAPM,FNDXFER,0,-2476210,0,0,0,0,0,0,0,0,Portland Community Center,Internal Service,Project Management,Fund Transfers - Expense,LA,LAFA,LAFAPM,MFOP000048,MFOP,MF,Office of Management & Finance
MFOP000048,INT_SVC,LAOMOM,PERSONAL,0,0,580,0,5963,8044,12908,0,0,0,Portland Community Center,Internal Service,Operations and Maintenance,Personnel Services,LA,LAOM,LAOMOM,MFOP000048,MFOP,MF,Office of Management & Finance
MFOP000048,INT_SVC,LAOMOM,EMS,-510,0,0,7794,170402,10042,104346,0,0,0,Portland Community Center,Internal Service,Operations and Maintenance,External Materials and Services,LA,LAOM,LAOMOM,MFOP000048,MFOP,MF,Office of Management & Finance
MFOP000048,INT_SVC,LAOMOM,IMS,0,0,0,0,209792,604322,621004,355193,0,0,Portland Community Center,Internal Service,Operations and Maintenance,Internal Materials and Services,LA,LAOM,LAOMOM,MFOP000048,MFOP,MF,Office of Management & Finance
MFOP000048,INT_SVC,LAPM00,PERSONAL,0,0,0,0,0,0,0,5364,0,0,Portland Community Center,Internal Service,Project Management,Personnel Services,LA,LAPM,LAPM00,MFOP000048,MFOP,MF,Office of Management & Finance
MFOP000048,INT_SVC,LAPM00,EMS,0,0,0,0,0,0,0,67678,0,0,Portland Community Center,Internal Service,Project Management,External Materials and Services,LA,LAPM,LAPM00,MFOP000048,MFOP,MF,Office of Management & Finance
MFOP000048,INT_SVC,LAPM00,IMS,0,0,0,0,0,0,0,12949,0,0,Portland Community Center,Internal Service,Project Management,Internal Materials and Services,LA,LAPM,LAPM00,MFOP000048,MFOP,MF,Office of Management & Finance
MFOP000048,INT_SVC,PSAS00,PERSONAL,0,0,0,4394,131043,123853,35191,0,0,0,Portland Community Center,Internal Service,Administration & Support,Personnel Services,PS,PSAS,PSAS00,MFOP000048,MFOP,MF,Office of Management & Finance
MFOP000048,INT_SVC,PSAS00,EMS,0,0,-103955,166806,535413,514736,447218,5981,0,0,Portland Community Center,Internal Service,Administration & Support,External Materials and Services,PS,PSAS,PSAS00,MFOP000048,MFOP,MF,Office of Management & Finance
MFOP000048,INT_SVC,PSAS00,IMS,347,1330,5155,59258,75493,101007,27998,299,0,0,Portland Community Center,Internal Service,Administration & Support,Internal Materials and Services,PS,PSAS,PSAS00,MFOP000048,MFOP,MF,Office of Management & Finance
MFOP000049,INT_SVC,LAFAOM,EMS,22742,29889,25874,28125,0,0,0,0,0,0,Records Ctr - Park,Internal Service,Operations and Maintenance,External Materials and Services,LA,LAFA,LAFAOM,MFOP000049,MFOP,MF,Office of Management & Finance
MFOP000049,INT_SVC,LAOMOM,PERSONAL,0,0,0,0,0,107,0,0,0,0,Records Ctr - Park,Internal Service,Operations and Maintenance,Personnel Services,LA,LAOM,LAOMOM,MFOP000049,MFOP,MF,Office of Management & Finance
MFOP000049,INT_SVC,LAOMOM,EMS,0,0,0,0,26790,8997,0,0,0,0,Records Ctr - Park,Internal Service,Operations and Maintenance,External Materials and Services,LA,LAOM,LAOMOM,MFOP000049,MFOP,MF,Office of Management & Finance
MFOP000049,INT_SVC,LAOMOM,IMS,0,0,0,0,1392,453,31612,34144,0,0,Records Ctr - Park,Internal Service,Operations and Maintenance,Internal Materials and Services,LA,LAOM,LAOMOM,MFOP000049,MFOP,MF,Office of Management & Finance
MFOP000049,INT_SVC,LAOMOM,FNDXFER,0,0,0,0,0,0,31000,0,0,0,Records Ctr - Park,Internal Service,Operations and Maintenance,Fund Transfers - Expense,LA,LAOM,LAOMOM,MFOP000049,MFOP,MF,Office of Management & Finance
MFOP000049,INT_SVC,LAPM00,PERSONAL,0,0,0,0,0,0,0,593,0,0,Records Ctr - Park,Internal Service,Project Management,Personnel Services,LA,LAPM,LAPM00,MFOP000049,MFOP,MF,Office of Management & Finance
MFOP000049,INT_SVC,LAPM00,IMS,0,0,0,0,0,0,0,30,0,0,Records Ctr - Park,Internal Service,Project Management,Internal Materials and Services,LA,LAPM,LAPM00,MFOP000049,MFOP,MF,Office of Management & Finance
MFOP000050,INT_SVC,LAAS00,PERSONAL,0,0,0,0,2942,9751,109189,78265,0,0,Records Ctr - PSU,Internal Service,Administration & Support,Personnel Services,LA,LAAS,LAAS00,MFOP000050,MFOP,MF,Office of Management & Finance
MFOP000050,INT_SVC,LAAS00,EMS,0,0,0,0,6084,38207,752822,72718,0,0,Records Ctr - PSU,Internal Service,Administration & Support,External Materials and Services,LA,LAAS,LAAS00,MFOP000050,MFOP,MF,Office of Management & Finance
MFOP000050,INT_SVC,LAAS00,IMS,0,0,0,0,22,2458,212858,6411,0,0,Records Ctr - PSU,Internal Service,Administration & Support,Internal Materials and Services,LA,LAAS,LAAS00,MFOP000050,MFOP,MF,Office of Management & Finance
MFOP000050,INT_SVC,LAAS00,CAPITAL,0,0,0,0,22909,0,981436,3180000,0,0,Records Ctr - PSU,Internal Service,Administration & Support,Capital Outlay,LA,LAAS,LAAS00,MFOP000050,MFOP,MF,Office of Management & Finance
MFOP000050,INT_SVC,LAFAOM,PERSONAL,1280,6232,27496,24529,0,0,0,0,0,0,Records Ctr - PSU,Internal Service,Operations and Maintenance,Personnel Services,LA,LAFA,LAFAOM,MFOP000050,MFOP,MF,Office of Management & Finance
MFOP000050,INT_SVC,LAFAOM,EMS,135822,54268,100011,179016,31073,0,0,0,0,0,Records Ctr - PSU,Internal Service,Operations and Maintenance,External Materials and Services,LA,LAFA,LAFAOM,MFOP000050,MFOP,MF,Office of Management & Finance
MFOP000050,INT_SVC,LAFAOM,IMS,0,0,3997,1485,0,0,0,0,0,0,Records Ctr - PSU,Internal Service,Operations and Maintenance,Internal Materials and Services,LA,LAFA,LAFAOM,MFOP000050,MFOP,MF,Office of Management & Finance
MFOP000050,INT_SVC,LAFAPP,PERSONAL,0,812,0,0,0,0,0,0,0,0,Records Ctr - PSU,Internal Service,Property Management,Personnel Services,LA,LAFA,LAFAPP,MFOP000050,MFOP,MF,Office of Management & Finance
MFOP000050,INT_SVC,LAOMOM,EMS,0,0,0,0,135322,350,175,175,0,0,Records Ctr - PSU,Internal Service,Operations and Maintenance,External Materials and Services,LA,LAOM,LAOMOM,MFOP000050,MFOP,MF,Office of Management & Finance
MFOP000050,INT_SVC,LAOMOM,IMS,0,0,0,0,22084,70071,0,0,0,0,Records Ctr - PSU,Internal Service,Operations and Maintenance,Internal Materials and Services,LA,LAOM,LAOMOM,MFOP000050,MFOP,MF,Office of Management & Finance
MFOP000051,INT_SVC,LACM00,EMS,0,437,0,0,0,0,0,0,0,0,Property Warehouse,Internal Service,Communications,External Materials and Services,LA,LACM,LACM00,MFOP000051,MFOP,MF,Office of Management & Finance
MFOP000051,INT_SVC,LAFAOM,PERSONAL,3212,6348,0,0,0,0,0,0,0,0,Property Warehouse,Internal Service,Operations and Maintenance,Personnel Services,LA,LAFA,LAFAOM,MFOP000051,MFOP,MF,Office of Management & Finance
MFOP000051,INT_SVC,LAFAOM,EMS,64377,49760,56030,55759,25618,0,0,0,0,0,Property Warehouse,Internal Service,Operations and Maintenance,External Materials and Services,LA,LAFA,LAFAOM,MFOP000051,MFOP,MF,Office of Management & Finance
MFOP000051,INT_SVC,LAFAOM,IMS,452612,427157,418375,405382,230484,0,0,0,0,0,Property Warehouse,Internal Service,Operations and Maintenance,Internal Materials and Services,LA,LAFA,LAFAOM,MFOP000051,MFOP,MF,Office of Management & Finance
MFOP000051,INT_SVC,LAFAPP,PERSONAL,0,406,406,384,0,0,0,0,0,0,Property Warehouse,Internal Service,Property Management,Personnel Services,LA,LAFA,LAFAPP,MFOP000051,MFOP,MF,Office of Management & Finance
MFOP000051,INT_SVC,LAOMOM,PERSONAL,0,0,0,0,477,0,0,0,0,0,Property Warehouse,Internal Service,Operations and Maintenance,Personnel Services,LA,LAOM,LAOMOM,MFOP000051,MFOP,MF,Office of Management & Finance
MFOP000051,INT_SVC,LAOMOM,EMS,0,0,0,277,20186,0,0,0,0,0,Property Warehouse,Internal Service,Operations and Maintenance,External Materials and Services,LA,LAOM,LAOMOM,MFOP000051,MFOP,MF,Office of Management & Finance
MFOP000051,INT_SVC,LAOMOM,IMS,0,0,0,0,202377,474172,441540,238602,0,0,Property Warehouse,Internal Service,Operations and Maintenance,Internal Materials and Services,LA,LAOM,LAOMOM,MFOP000051,MFOP,MF,Office of Management & Finance
MFOP000051,INT_SVC,PSAS00,PERSONAL,0,0,0,0,0,0,108,22512,0,0,Property Warehouse,Internal Service,Administration & Support,Personnel Services,PS,PSAS,PSAS00,MFOP000051,MFOP,MF,Office of Management & Finance
